token_id,Shooting,Defense,Vision,Finish,Total Boost
4013,58,44,63,51,216
6199,47,68,38,45,198
2522,71,65,55,40,231
2851,76,6,10,57,149
8968,44,44,45,47,180
4730,20,27,58,66,171
1205,59,58,71,54,242
3354,73,59,30,44,206
7221,42,35,39,48,164
4913,59,44,27,32,162
3712,56,40,81,45,222
3774,36,28,81,35,180
3016,54,69,40,15,178
898,29,40,44,36,149
1192,56,46,45,49,196
5082,62,46,71,72,251
1262,31,37,42,71,181
8881,46,27,68,43,184
2979,54,40,85,44,223
5327,54,42,45,55,196
7448,78,42,63,53,236
7786,76,34,58,53,221
1664,54,62,72,54,242
3854,32,34,38,39,143
978,40,87,57,39,223
9943,42,43,14,49,148
5242,20,54,53,39,166
8110,70,56,53,28,207
9250,36,62,65,57,220
2585,55,36,67,43,201
610,47,65,32,47,191
4393,54,38,63,35,190
9577,61,59,51,41,212
9051,67,48,33,44,192
3498,51,71,48,41,211
5168,32,69,56,53,210
8535,48,58,44,82,232
3773,42,83,48,42,215
9031,64,60,37,28,189
1057,38,49,41,40,168
8434,42,59,64,59,224
1463,31,58,70,60,219
3428,55,23,61,49,188
3557,50,58,58,52,218
1662,54,50,70,67,241
4719,62,44,32,57,195
4031,49,44,81,31,205
9904,70,71,52,58,251
7929,67,50,40,47,204
307,43,57,56,55,211
5972,69,79,30,26,204
1898,29,53,50,36,168
5193,46,18,59,34,157
7862,35,82,25,19,161
9710,49,44,81,70,244
849,37,55,60,62,214
6735,39,51,43,75,208
3397,42,39,73,47,201
9703,39,62,30,36,167
4383,32,18,55,58,163
2381,45,42,71,21,179
5745,49,32,38,84,203
7002,31,49,62,68,210
1091,48,57,61,51,217
2949,41,29,64,41,175
8370,38,30,53,42,163
3167,49,44,47,45,185
270,44,55,32,60,191
1931,53,40,46,51,190
7963,60,26,54,13,153
2524,63,46,33,64,206
1430,43,64,17,33,157
806,63,66,38,42,209
9171,9,71,38,53,171
6206,63,41,55,69,228
8348,37,59,27,45,168
4493,48,79,44,49,220
3220,78,65,72,43,258
7176,58,25,53,80,216
5761,65,42,67,38,212
6441,74,46,64,45,229
722,43,53,85,42,223
4831,70,72,39,23,204
7172,64,55,45,36,200
6692,65,41,46,62,214
3627,53,64,81,70,268
7914,32,37,59,30,158
1502,43,55,20,58,176
8023,47,71,85,49,252
8736,59,60,71,82,272
8526,71,69,44,50,234
1588,45,86,74,39,244
4099,26,45,49,53,173
4768,25,44,53,66,188
8425,43,41,38,72,194
317,42,25,75,71,213
9279,77,43,62,42,224
8922,28,51,51,47,177
5683,14,44,49,29,136
8686,51,69,61,48,229
6144,58,37,61,35,191
4466,55,40,52,74,221
5558,49,55,42,51,197
8419,49,45,41,35,170
1220,60,64,59,32,215
3618,33,61,51,68,213
7768,27,66,56,46,195
2951,42,83,27,26,178
8040,31,16,16,23,86
7093,66,50,39,54,209
3635,77,7,53,43,180
6490,65,72,32,78,247
6872,57,41,41,51,190
567,49,44,42,59,194
2276,36,66,16,27,145
767,48,78,58,55,239
5984,64,17,65,71,217
8360,40,40,58,52,190
3698,69,70,48,52,239
6013,36,42,72,19,169
5061,54,37,53,51,195
123,47,60,55,65,227
9271,65,39,65,24,193
3646,61,31,80,49,221
26,44,48,43,53,188
6800,59,53,69,67,248
3070,43,48,43,40,174
9422,60,30,50,46,186
8757,81,15,26,53,175
9873,58,38,38,64,198
6075,32,42,29,42,145
2467,48,39,64,27,178
1817,52,22,45,55,174
9056,54,65,65,71,255
1394,25,34,66,55,180
6861,35,33,47,71,186
3622,67,35,51,56,209
7997,37,22,53,39,151
3036,17,61,47,50,175
8187,37,47,74,45,203
7250,77,51,59,77,264
9878,46,74,62,47,229
8039,30,61,46,52,189
4243,52,56,54,53,215
4317,58,35,24,19,136
5509,56,23,46,39,164
7594,65,68,67,49,249
7548,81,67,48,21,217
1435,40,13,51,33,137
3947,47,47,32,40,166
2237,48,41,29,27,145
6054,77,60,65,60,262
6404,40,62,40,61,203
7279,52,29,65,42,188
1231,47,23,65,48,183
7709,59,61,50,42,212
3987,39,41,73,43,196
3175,54,35,48,51,188
8369,51,56,47,48,202
5439,74,30,47,56,207
2625,56,66,64,39,225
9941,57,55,78,70,260
657,67,48,79,26,220
4441,67,61,62,60,250
1684,49,42,46,32,169
1410,24,71,56,50,201
658,10,78,58,49,195
9332,26,25,78,74,203
3484,26,39,63,65,193
2961,27,76,21,65,189
8630,29,54,75,30,188
1512,40,32,43,55,170
8485,65,43,67,34,209
1397,98,37,62,38,235
9653,72,46,66,44,228
2010,59,57,68,43,227
8636,64,54,51,58,227
5359,59,19,64,56,198
340,19,52,47,19,137
8787,40,65,46,43,194
1629,28,35,37,60,160
8320,68,61,72,31,232
9790,41,67,54,51,213
1889,45,63,40,49,197
6391,45,21,63,85,214
889,47,89,62,46,244
1123,44,53,43,60,200
7182,66,35,49,70,220
8859,42,57,75,73,247
833,61,41,66,36,204
7065,77,69,53,31,230
6671,68,25,72,80,245
8198,27,63,46,57,193
4010,68,39,58,41,206
9260,64,47,13,50,174
3643,38,48,47,56,189
6004,34,56,72,42,204
7323,46,45,30,57,178
8544,42,40,48,58,188
2512,36,48,68,44,196
944,26,54,38,32,150
4655,66,51,50,61,228
7350,33,94,74,51,252
6172,58,34,60,42,194
5175,25,54,67,56,202
5754,40,48,47,22,157
4942,72,37,50,79,238
607,60,77,58,49,244
5559,53,71,37,65,226
2646,35,31,60,76,202
6865,53,66,68,32,219
487,59,67,84,55,265
7080,50,53,44,41,188
384,74,68,28,49,219
8185,57,31,70,66,224
4718,52,39,49,76,216
3336,52,35,28,40,155
2954,51,32,50,29,162
7193,48,51,51,44,194
4282,53,44,37,53,187
4846,46,21,64,36,167
1619,59,39,33,68,199
4026,53,41,39,25,158
4156,56,28,48,42,174
9874,73,28,72,69,242
462,61,48,63,47,219
7770,80,46,53,52,231
5794,56,63,67,47,233
6175,46,31,21,51,149
3827,80,40,49,61,230
7968,24,37,37,26,124
3278,58,65,46,49,218
1895,65,41,54,49,209
2111,58,52,64,49,223
8678,30,32,24,42,128
1872,41,53,19,35,148
9917,48,45,38,49,180
6316,34,43,52,51,180
9875,60,44,34,49,187
4960,41,25,46,54,166
2215,55,67,24,56,202
2217,83,36,30,64,213
1784,72,68,30,63,233
6555,63,74,30,40,207
4361,55,54,62,59,230
632,71,39,30,49,189
5870,66,54,40,52,212
791,61,47,30,66,204
4352,56,59,16,52,183
8212,30,66,51,48,195
3766,64,40,58,61,223
2223,41,62,71,48,222
3384,34,44,54,54,186
1312,29,28,17,49,123
5424,48,53,44,22,167
7891,59,27,52,40,178
1605,42,67,46,72,227
3898,34,40,58,26,158
539,54,55,70,24,203
5823,42,74,33,67,216
7165,50,68,57,43,218
1044,56,61,36,40,193
2243,49,29,69,66,213
2803,40,36,61,38,175
2601,32,38,62,52,184
4659,51,41,28,27,147
3788,28,22,43,61,154
8277,55,33,83,48,219
6043,42,46,42,38,168
357,39,35,48,35,157
4670,59,35,47,48,189
3270,44,46,44,72,206
1919,35,51,59,43,188
4247,57,67,27,53,204
546,41,59,50,48,198
8208,31,59,37,51,178
4270,26,41,36,68,171
5641,72,73,30,59,234
3125,34,42,45,54,175
3424,33,75,71,48,227
2265,49,58,73,62,242
1938,66,40,30,29,165
2353,44,38,27,32,141
614,63,25,46,54,188
9348,60,60,38,28,186
8570,21,43,34,41,139
5844,51,52,71,48,222
8771,44,14,34,85,177
7894,22,50,50,59,181
8551,44,2,36,56,138
7948,45,48,50,29,172
3051,84,50,60,50,244
7529,33,39,28,58,158
5797,46,48,32,48,174
8638,52,42,38,22,154
5260,33,62,64,35,194
7860,52,48,26,41,167
5285,54,48,57,67,226
5384,35,46,60,51,192
5247,36,47,43,47,173
5389,42,26,56,11,135
1305,49,63,47,27,186
5778,58,66,42,36,202
6774,71,12,43,69,195
9356,60,16,50,52,178
1144,55,31,29,44,159
3582,47,86,23,37,193
1879,46,71,70,46,233
571,52,54,45,71,222
2440,55,35,47,57,194
7262,43,42,56,52,193
3953,37,57,50,20,164
7918,61,67,31,69,228
1354,42,80,95,23,240
117,35,40,31,72,178
147,65,34,76,55,230
2807,55,37,45,35,172
7977,76,27,47,61,211
406,51,33,66,36,186
7418,49,46,60,44,199
73,62,45,71,51,229
4398,69,48,60,87,264
7415,50,61,59,63,233
388,31,41,59,29,160
5302,21,37,48,34,140
2790,26,46,76,46,194
3047,35,32,56,55,178
861,28,53,17,30,128
1407,67,32,29,50,178
4019,71,57,49,41,218
1408,44,54,27,45,170
5603,52,44,38,63,197
6399,59,53,45,44,201
3556,68,38,34,50,190
6516,59,72,30,59,220
7238,70,61,52,12,195
7743,51,62,44,45,202
8905,0,64,40,39,143
5127,43,23,39,38,143
7092,34,48,55,59,196
7539,68,49,54,57,228
1962,61,32,39,49,181
1900,48,17,43,41,149
2674,84,39,56,55,234
3294,51,65,77,32,225
3678,38,80,64,27,209
8786,40,32,32,34,138
3587,40,83,58,50,231
5184,61,57,79,72,269
2541,57,22,38,49,166
972,68,56,67,26,217
9828,0,23,56,69,148
7300,45,91,37,51,224
6612,44,81,96,54,275
4016,35,60,64,56,215
6117,77,1,50,52,180
4560,51,66,44,35,196
5792,38,45,58,66,207
7944,52,58,45,43,198
6835,46,30,40,51,167
4106,45,55,58,29,187
8030,36,14,48,50,148
6903,51,24,16,69,160
5741,56,72,42,21,191
2711,56,57,56,51,220
5885,58,32,21,60,171
7922,71,40,57,64,232
8325,44,73,49,34,200
4812,51,70,46,58,225
7159,29,29,35,76,169
2717,47,51,41,65,204
7251,39,76,31,45,191
745,12,57,26,33,128
9315,51,45,44,47,187
4605,70,63,48,27,208
3487,60,50,34,44,188
8300,30,47,72,73,222
6502,28,62,67,52,209
2732,51,35,23,18,127
3327,53,53,39,58,203
5383,21,49,49,29,148
7443,54,37,54,46,191
674,72,55,34,40,201
6252,50,43,63,58,214
8820,64,46,54,35,199
7052,56,58,38,74,226
2680,33,58,60,59,210
8357,47,33,72,4,156
9913,36,66,46,58,206
1922,32,59,61,73,225
8407,48,51,50,37,186
3933,33,12,45,39,129
4642,49,48,27,54,178
1623,63,48,77,45,233
3228,52,51,40,57,200
3417,42,41,39,68,190
4977,72,64,59,41,236
1197,54,45,47,36,182
5660,51,71,76,24,222
9961,46,29,60,64,199
6781,58,25,48,35,166
2200,51,55,49,36,191
4570,48,57,28,26,159
8963,32,70,54,55,211
343,27,71,65,73,236
3540,37,60,25,70,192
207,26,35,55,43,159
6487,39,50,31,52,172
9812,74,30,48,51,203
6991,52,54,42,75,223
6542,44,43,28,57,172
3092,61,60,29,66,216
4565,68,46,74,29,217
9410,46,42,41,58,187
1808,56,54,39,25,174
9484,30,51,14,48,143
3096,33,51,48,25,157
7485,55,46,44,30,175
2154,49,31,45,54,179
3065,56,71,79,50,256
2220,66,30,57,60,213
1137,68,23,73,61,225
7299,56,13,80,55,204
6967,28,51,58,46,183
9358,64,58,59,25,206
4949,49,5,65,67,186
8716,77,60,56,26,219
6403,63,20,66,3,152
654,69,56,78,56,259
4427,51,52,69,60,232
4629,47,36,51,49,183
7207,59,71,45,40,215
8380,46,52,80,33,211
3060,28,76,54,39,197
4803,38,30,74,39,181
9229,29,70,34,73,206
9241,49,35,37,95,216
7180,50,59,50,63,222
2559,65,41,46,44,196
8079,54,4,27,100,185
9278,57,12,40,43,152
53,41,53,44,56,194
411,30,53,42,66,191
5340,34,56,37,41,168
2171,49,41,45,23,158
1522,20,37,57,38,152
7352,77,25,29,34,165
504,30,69,68,37,204
9219,51,43,24,67,185
4909,67,58,56,79,260
7046,86,0,64,46,196
6662,0,44,48,38,130
2139,47,73,29,41,190
7358,42,56,36,30,164
5149,70,31,54,64,219
5795,36,36,57,68,197
332,43,59,71,68,241
35,55,38,49,74,216
7879,51,49,51,44,195
9189,39,36,37,64,176
327,67,63,88,33,251
1524,44,63,49,53,209
5387,56,33,42,52,183
7475,41,46,46,61,194
4876,54,65,48,38,205
9225,66,70,51,77,264
9727,31,57,64,61,213
4902,32,48,39,49,168
6643,23,65,48,35,171
3648,25,35,52,51,163
6875,42,58,37,55,192
76,34,30,42,23,129
576,61,55,8,41,165
4118,63,62,44,80,249
9569,44,43,35,58,180
4137,35,48,41,66,190
1646,80,73,34,66,253
107,37,46,37,28,148
8746,41,35,72,33,181
4304,63,27,38,26,154
8235,52,70,58,53,233
4581,53,64,58,73,248
4011,52,51,62,94,259
7991,34,39,67,71,211
1108,48,44,66,83,241
2945,6,23,62,32,123
5067,24,56,38,55,173
1734,45,58,37,49,189
1244,43,64,65,64,236
6255,55,36,47,27,165
4394,53,43,43,55,194
7865,40,70,36,48,194
3829,64,26,25,73,188
5097,46,70,70,71,257
8033,54,62,7,37,160
7566,57,55,48,68,228
693,50,40,67,30,187
6325,46,76,52,56,230
3850,50,57,68,75,250
5377,31,44,62,62,199
7428,34,54,49,55,192
960,38,19,49,60,166
2213,73,55,65,26,219
776,75,25,65,41,206
401,67,46,64,76,253
6646,39,40,62,39,180
5021,76,57,14,39,186
6432,64,44,48,65,221
9495,50,73,56,29,208
5131,56,74,47,45,222
3443,52,40,74,62,228
3006,57,57,39,62,215
9979,26,49,25,71,171
9090,78,28,42,34,182
3032,56,21,76,57,210
5550,48,93,74,61,276
5929,59,56,55,48,218
9771,64,53,71,33,221
1348,26,75,54,45,200
2295,63,43,37,30,173
1890,24,81,39,57,201
3542,61,56,52,41,210
5722,57,57,27,63,204
2014,38,22,39,70,169
5486,53,65,11,35,164
7236,55,50,70,50,225
4080,39,39,72,48,198
8781,62,21,37,63,183
9384,58,28,62,53,201
1742,29,49,77,40,195
8231,43,63,29,74,209
8417,66,55,53,24,198
716,62,48,37,37,184
4871,62,50,15,69,196
9646,3,60,57,67,187
3889,53,71,41,55,220
5262,48,62,52,59,221
4569,40,30,42,23,135
7506,37,25,66,21,149
7863,34,40,40,45,159
2256,61,39,53,63,216
2290,61,63,45,45,214
930,51,43,81,46,221
8533,31,67,77,61,236
9916,60,32,52,56,200
6874,39,43,55,55,192
1342,52,41,82,32,207
3789,32,35,45,63,175
2993,37,46,32,48,163
5946,47,32,84,78,241
4007,60,29,52,56,197
478,60,64,29,35,188
5780,53,51,79,56,239
4499,69,58,54,44,225
753,35,64,41,37,177
3017,85,25,60,56,226
4520,55,58,38,57,208
6794,46,48,63,69,226
1093,59,43,69,78,249
3982,47,48,36,50,181
3815,65,37,44,48,194
381,44,83,88,62,277
8272,50,23,56,60,189
5031,26,76,66,51,219
8665,51,17,62,60,190
9469,45,69,68,34,216
6820,14,48,59,67,188
4584,82,83,48,32,245
8615,74,65,45,56,240
4286,57,55,41,62,215
7517,43,40,74,4,161
2902,51,66,42,28,187
1375,67,57,42,50,216
1054,65,46,55,38,204
7230,54,55,65,61,235
7890,57,11,65,58,191
2133,85,56,46,64,251
2673,51,66,0,46,163
1548,74,66,49,55,244
4574,65,75,85,42,267
5989,49,72,48,39,208
3721,32,56,49,23,160
6799,62,70,64,74,270
9297,60,26,45,42,173
4836,35,57,51,45,188
3615,51,44,57,40,192
2087,51,48,33,58,190
4636,46,35,19,53,153
7882,43,75,48,53,219
4146,35,41,58,39,173
8642,54,93,47,34,228
6189,58,43,66,51,218
1589,56,25,37,45,163
7605,42,44,43,76,205
6029,53,69,24,49,195
8874,67,58,45,68,238
617,67,58,55,19,199
6265,22,69,54,32,177
1682,66,40,22,53,181
6974,50,45,62,57,214
566,67,79,51,65,262
3594,30,69,57,28,184
3507,54,45,55,29,183
3505,25,55,87,49,216
3515,42,52,46,52,192
7588,37,40,39,51,167
1403,38,75,49,34,196
362,49,59,50,82,240
8943,43,51,51,46,191
5657,36,72,51,39,198
1578,37,61,73,42,213
2990,40,41,59,37,177
2151,43,41,30,73,187
4127,56,19,37,36,148
3454,54,55,49,61,219
3620,56,44,50,38,188
3153,53,48,19,20,140
4253,32,43,55,51,181
871,35,52,51,52,190
1530,60,18,16,35,129
7155,80,42,42,37,201
3123,38,36,51,53,178
5902,70,55,67,65,257
1985,61,37,54,62,214
3382,81,51,77,47,256
7291,48,34,60,56,198
4458,13,20,46,29,108
164,34,37,62,53,186
5360,31,90,68,39,228
3970,61,34,53,52,200
4567,61,56,41,32,190
4679,41,65,34,69,209
8571,88,42,35,28,193
3274,50,71,74,56,251
9794,32,54,53,29,168
7984,52,63,56,31,202
1449,56,35,42,19,152
2090,52,73,33,65,223
7487,36,61,64,41,202
2334,47,45,43,50,185
873,33,57,78,21,189
9232,49,63,47,52,211
1717,56,56,54,41,207
6828,75,47,80,52,254
5597,68,64,51,39,222
4415,46,51,64,73,234
3280,34,53,52,61,200
5004,44,41,74,14,173
7822,36,67,71,54,228
737,78,67,51,48,244
1439,30,61,34,51,176
2744,44,61,81,61,247
1013,65,34,57,13,169
2779,26,60,68,70,224
5350,41,38,31,58,168
9978,38,60,43,40,181
7333,48,48,44,18,158
7764,74,41,61,49,225
1590,43,56,54,63,216
3322,41,59,61,31,192
9428,50,41,62,42,195
955,65,80,10,55,210
5758,69,39,61,48,217
4625,43,65,60,70,238
1532,72,37,49,72,230
940,55,42,66,52,215
9370,28,82,33,49,192
1804,56,31,58,56,201
130,60,71,31,20,182
1519,22,61,71,47,201
3394,81,67,57,46,251
145,37,50,66,29,182
390,51,45,58,20,174
8345,62,57,31,42,192
3235,32,53,71,17,173
813,43,73,62,43,221
2713,48,42,56,41,187
3929,37,60,54,51,202
7597,53,75,55,66,249
222,53,35,62,75,225
4939,42,41,68,8,159
9283,49,49,22,56,176
2735,53,11,23,39,126
8463,40,41,41,28,150
4563,50,28,26,43,147
6650,58,36,51,50,195
8502,35,26,38,32,131
4338,13,62,19,73,167
6042,53,42,25,62,182
8249,68,39,67,50,224
6052,51,55,61,48,215
6094,38,35,43,61,177
5701,49,61,65,50,225
7307,64,43,60,46,213
837,37,49,60,56,202
5737,33,44,33,40,150
6708,63,40,44,41,188
4604,34,48,54,55,191
3159,58,32,53,51,194
7082,41,45,53,63,202
5876,39,96,44,38,217
2262,70,48,26,60,204
1058,59,43,32,57,191
275,53,36,14,63,166
4023,57,66,57,61,241
8004,39,32,22,58,151
7521,62,59,11,43,175
729,42,24,25,57,148
7130,23,76,51,66,216
1761,31,36,31,47,145
842,47,37,67,58,209
8253,26,85,54,45,210
6212,21,36,53,18,128
6700,55,44,49,31,179
7456,58,67,73,54,252
4225,59,33,50,27,169
7104,42,65,57,59,223
8509,37,67,69,66,239
2137,34,64,84,37,219
1250,42,38,63,64,207
1783,62,40,30,78,210
298,57,72,53,49,231
4588,47,59,75,5,186
3992,51,94,37,50,232
1026,48,51,38,82,219
9021,66,72,37,68,243
2163,30,33,9,33,105
3061,45,44,42,29,160
2062,58,32,50,41,181
8184,60,40,24,48,172
7983,57,60,31,40,188
3368,59,56,32,35,182
3374,12,64,57,67,200
7649,13,52,53,76,194
126,72,57,71,39,239
4963,38,63,68,48,217
5056,74,51,73,48,246
5151,66,73,81,34,254
2012,57,53,69,10,189
2493,46,24,21,41,132
9806,39,60,62,73,234
3288,51,65,20,33,169
4888,73,77,44,40,234
7464,36,29,50,57,172
4882,45,42,72,56,215
6293,31,59,50,63,203
1308,43,48,55,59,205
2218,72,43,28,46,189
1758,46,41,49,56,192
9507,49,35,66,61,211
3918,44,16,28,48,136
9008,47,56,36,43,182
3733,30,46,50,57,183
7068,30,36,74,42,182
9718,44,59,50,24,177
9124,12,50,51,67,180
5121,54,42,45,70,211
9037,35,44,46,52,177
3727,54,56,42,38,190
1568,39,66,39,67,211
5544,31,78,70,60,239
3723,64,64,83,58,269
6873,76,59,64,67,266
7437,70,43,71,46,230
2751,24,49,71,51,195
6929,34,46,58,35,173
1994,33,71,42,65,211
6743,40,44,52,61,197
9631,26,65,56,52,199
6603,41,48,36,59,184
8639,63,97,45,52,257
2233,51,47,31,75,204
3545,45,56,59,54,214
6756,25,48,45,46,164
2093,36,42,48,47,173
5349,45,28,73,41,187
2178,65,66,19,61,211
7572,49,50,60,15,174
6915,38,47,44,31,160
5729,62,81,29,21,193
1851,66,37,49,42,194
4195,43,72,69,46,230
4131,73,77,43,27,220
536,61,36,53,53,203
7941,53,62,68,72,255
2455,67,66,2,52,187
9285,52,42,61,27,182
2061,69,61,42,42,214
7362,22,43,65,42,172
6740,4,56,44,71,175
4072,46,31,62,79,218
3562,67,48,42,53,210
2596,38,50,61,52,201
1673,63,55,63,61,242
111,43,35,49,87,214
557,69,53,29,58,209
7322,61,35,35,32,163
5979,28,35,46,43,152
1509,57,60,41,65,223
9649,65,50,48,49,212
8689,69,44,65,42,220
392,62,46,67,61,236
2513,34,69,75,46,224
5224,49,49,66,47,211
5862,35,41,62,89,227
6211,55,58,55,50,218
4818,31,33,56,0,120
3308,73,62,31,48,214
9022,55,55,21,38,169
4036,56,45,42,54,197
9414,25,13,39,27,104
1140,40,61,22,35,158
1597,46,74,52,47,219
475,29,66,77,57,229
1260,56,66,54,60,236
3956,42,57,53,37,189
761,61,63,54,49,227
720,67,41,59,56,223
3364,53,63,52,45,213
8007,53,40,18,49,160
807,46,71,44,41,202
1599,82,11,42,56,191
121,41,54,54,73,222
4640,40,42,28,72,182
3400,55,48,79,47,229
5045,82,70,52,39,243
1836,52,27,66,36,181
3101,58,56,40,31,185
4296,38,87,36,70,231
1738,43,48,57,64,212
5454,23,34,57,47,161
3287,33,42,46,49,170
9018,38,45,64,31,178
4634,28,71,54,51,204
1576,65,47,64,50,226
7084,45,18,30,67,160
9966,49,36,65,46,196
9899,68,70,42,52,232
2565,43,78,40,46,207
593,58,27,47,37,169
8128,48,38,50,61,197
1425,82,51,48,35,216
7211,40,41,77,63,221
4778,35,53,74,78,240
6477,51,68,38,60,217
6686,60,36,78,27,201
5814,42,79,67,47,235
1121,28,51,38,73,190
9964,96,59,59,77,291
2581,57,49,69,46,221
5473,64,41,38,38,181
7476,55,32,60,29,176
5911,31,17,53,39,140
8588,49,34,56,25,164
3880,14,13,31,57,115
8584,40,82,60,31,213
7385,35,46,46,43,170
5685,66,64,59,26,215
4638,87,67,32,46,232
1187,41,57,34,67,199
301,50,52,62,62,226
6362,49,63,44,61,217
7470,64,46,42,28,180
2088,61,49,41,78,229
7595,37,64,64,47,212
5077,64,35,68,56,223
5752,51,9,73,42,175
6276,34,30,62,58,184
8951,53,57,32,38,180
3616,54,46,44,35,179
773,49,57,42,26,174
7747,41,24,50,75,190
2293,59,26,56,28,169
819,47,63,28,59,197
9948,51,40,12,67,170
9929,44,69,53,18,184
8981,42,44,62,12,160
3008,74,41,46,63,224
6191,37,45,48,48,178
1915,53,49,66,80,248
310,41,50,44,26,161
1873,39,41,29,30,139
8337,46,28,55,72,201
6275,35,63,53,46,197
4506,51,51,47,62,211
5765,51,69,40,65,225
9214,54,77,76,55,262
7607,39,43,49,45,176
3552,71,63,44,82,260
7247,47,31,60,41,179
2477,65,26,37,63,191
4602,74,54,41,52,221
4148,49,55,57,67,228
5169,48,37,35,38,158
4543,67,38,15,60,180
3500,38,57,45,64,204
1454,45,59,52,28,184
6248,59,61,46,40,206
1537,58,50,28,62,198
2985,52,61,41,75,229
6945,72,75,65,37,249
2033,48,42,35,54,179
7042,46,42,59,83,230
5195,24,61,25,29,139
2882,34,42,74,55,205
5090,48,49,50,65,212
4510,51,90,50,30,221
2723,32,48,34,55,169
7674,71,84,68,54,277
2379,47,23,34,30,134
4356,27,45,30,57,159
4084,52,22,70,46,190
6126,69,46,79,69,263
7807,62,65,57,57,241
4478,48,51,46,60,205
9167,60,29,41,33,163
7037,63,36,56,67,222
2252,14,45,43,47,149
9426,57,47,50,80,234
2216,47,60,56,68,231
5157,58,50,38,55,201
1787,75,55,63,74,267
3352,76,41,47,26,190
6279,31,46,61,57,195
8565,62,54,64,42,222
5816,29,22,52,51,154
9542,45,54,64,55,218
365,36,34,61,76,207
7138,67,68,40,56,231
8864,52,55,11,47,165
5613,26,49,100,84,259
3934,47,36,53,52,188
9835,47,13,32,39,131
5018,54,33,15,61,163
552,68,56,65,39,228
2277,54,47,72,51,224
6540,30,30,56,21,137
3415,36,50,44,50,180
1117,69,56,43,25,193
3607,67,50,34,35,186
2676,60,68,68,44,240
9619,32,71,58,58,219
7815,56,68,35,44,203
7601,49,28,55,47,179
1661,41,71,37,49,198
257,22,67,53,47,189
4893,50,53,48,64,215
7554,43,47,16,69,175
3338,57,48,64,64,233
133,71,51,57,77,256
7206,52,40,35,85,212
962,60,57,34,70,221
2292,52,64,66,71,253
4390,26,44,43,63,176
5924,37,77,33,57,204
4219,66,47,50,34,197
4468,55,50,68,43,216
9891,44,25,64,47,180
8245,46,44,78,70,238
8238,74,39,76,34,223
2057,61,79,29,52,221
1806,20,39,40,50,149
213,27,57,22,53,159
2047,24,52,57,52,185
8863,54,45,42,78,219
4272,47,51,33,56,187
6045,56,56,36,38,186
2959,5,71,64,42,182
5187,52,48,72,38,210
7222,51,79,59,29,218
3,45,55,63,74,237
8801,38,60,33,44,175
2617,48,46,32,43,169
8779,32,29,58,46,165
4224,93,77,80,56,306
437,54,36,65,64,219
2483,47,40,45,50,182
1832,49,74,33,71,227
5994,12,68,40,45,165
2508,60,51,61,53,225
1907,73,60,46,76,255
369,60,68,64,27,219
8181,28,55,40,23,146
9856,46,34,77,44,201
4849,43,42,41,46,172
6120,28,73,56,41,198
7508,33,58,37,49,177
7237,79,75,25,39,218
3803,33,63,27,30,153
4953,27,27,56,44,154
2413,32,51,48,50,181
1657,61,46,65,33,205
2285,65,78,60,29,232
2540,33,51,29,49,162
7301,38,52,75,64,229
5849,71,64,18,28,181
7582,49,24,25,70,168
5055,66,73,59,51,249
5694,39,45,39,54,177
1102,36,50,61,86,233
6880,40,75,40,40,195
6975,65,47,40,65,217
667,49,34,39,42,164
8826,22,21,28,45,116
7600,70,48,86,60,264
7202,63,50,69,43,225
6724,64,17,46,65,192
3669,75,71,36,49,231
2580,68,57,54,49,228
3299,16,50,29,56,151
6222,52,65,38,86,241
6624,55,75,50,52,232
6961,46,42,42,30,160
5,36,50,53,38,177
664,64,67,32,46,209
4196,33,61,45,98,237
7154,69,66,66,41,242
609,32,55,49,57,193
4916,47,77,62,58,244
8808,50,41,40,31,162
1934,27,37,89,63,216
4085,36,32,51,49,168
3090,35,59,47,51,192
9200,39,52,23,67,181
83,54,45,64,65,228
8955,37,59,42,46,184
6051,36,43,39,58,176
4126,51,40,46,35,172
8352,44,56,37,67,204
843,63,57,52,33,205
8444,36,57,48,47,188
9884,42,48,49,49,188
3161,73,19,31,52,175
8270,35,40,57,41,173
8236,48,77,41,5,171
9741,62,58,54,66,240
3570,39,55,30,30,154
9161,55,34,35,36,160
2801,53,45,51,25,174
3679,75,62,52,40,229
5512,39,45,54,30,168
4073,49,72,65,37,223
6609,28,52,45,46,171
9721,60,59,41,54,214
2272,38,23,76,57,194
1660,48,45,71,72,236
6699,83,54,53,61,251
3916,68,42,53,58,221
3257,36,36,41,52,165
5165,32,23,30,53,138
5877,63,53,37,69,222
15,57,55,29,40,181
1925,67,45,45,66,223
4850,49,33,37,66,185
8061,48,42,43,61,194
7020,72,29,53,71,225
8583,48,26,59,33,166
6186,46,31,33,36,146
8046,48,46,34,32,160
4951,36,50,32,53,171
9133,45,35,63,57,200
2682,31,46,52,64,193
7618,72,44,81,67,264
8950,53,58,81,52,244
629,42,57,62,32,193
9388,40,35,75,58,208
6216,57,47,63,60,227
1837,53,44,49,38,184
7951,64,60,36,37,197
2006,76,51,54,56,237
6229,53,12,59,60,184
2590,45,48,73,42,208
6589,50,45,52,44,191
5884,58,64,58,73,253
6220,51,50,59,48,208
7939,62,62,58,56,238
3491,43,54,43,44,184
1299,46,88,40,59,233
3229,37,77,46,68,228
4326,32,14,45,40,131
6870,45,35,37,39,156
9647,52,48,58,39,197
6578,62,40,48,68,218
